Patient_ID,Animal_Type,Breed,Age,Gender,Visit_Date,Disease,Treatment,Doctor,Treatment_Cost,Treatment_Days,Outcome,Follow_Up,Location
VET0850,Goat,Boer,12,Male,2026-05-29,Skin Infection,Medication,Dr. Karthik,3200,4,Follow-up Required,Yes,Coimbatore
VET0851,Cat,Persian,9,Female,2026-04-11,Respiratory Infection,Medication,Dr. Arun,3600,7,Recovered,No,Coimbatore
VET0852,Dog,Beagle,8,Male,2026-05-20,Fever,Medication,Dr. Meena,1300,5,Improving,Yes,Coimbatore
VET0853,Cow,Gir,6,Male,2026-05-17,Fever,Medication,Dr. Meena,1200,6,Recovered,No,Chennai
VET0854,Cat,Maine Coon,5,Female,2025-03-02,Digestive Issues,Medication,Dr. Karthik,1300,8,Recovered,No,Coimbatore
VET0855,Dog,Pug,2,Female,2026-06-06,Skin Infection,Medication,Dr. Priya,2400,7,Recovered,No,Coimbatore
VET0856,Cow,Sahiwal,5,Male,2026-08-30,Respiratory Infection,Medication,Dr. Karthik,2800,5,Critical,Yes,Chennai
VET0857,Dog,Labrador,12,Male,2026-08-27,Vaccination,Vaccination,Dr. Arun,500,1,Recovered,No,Coimbatore
VET0858,Goat,Malabari,15,Male,2025-01-21,Fever,Medication,Dr. Arun,1700,2,Recovered,No,Coimbatore
VET0859,Dog,Golden Retriever,10,Female,2025-11-15,Digestive Issues,Medication,Dr. Priya,2300,3,Recovered,No,Coimbatore
VET0860,Cat,Maine Coon,9,Female,2025-10-19,Skin Infection,Medication,Dr. Priya,2400,7,Recovered,No,Coimbatore
VET0861,Dog,Pug,14,Male,2025-09-19,Injury,Surgery,Dr. Meena,9900,12,Referred,Yes,Coimbatore
VET0862,Cow,Gir,11,Female,2025-11-28,Dental Problem,Dental Care,Dr. Priya,3400,2,Recovered,No,Coimbatore
VET0863,Cat,Siamese,2,Female,2026-06-12,Ear Infection,Medication,Dr. Meena,2100,6,Recovered,No,Coimbatore
VET0864,Cow,Sahiwal,16,Female,2026-02-11,Parasite Infection,Deworming,Dr. Arun,2000,5,Recovered,No,Coimbatore
VET0865,Dog,Golden Retriever,13,Female,2025-11-03,Vaccination,Vaccination,Dr. Rahul,800,1,Recovered,No,Salem
VET0866,Dog,Golden Retriever,9,Male,2026-02-15,Digestive Issues,Medication,Dr. Priya,1300,4,Recovered,No,Coimbatore
VET0867,Bird,Cockatiel,8,Male,2026-01-02,Skin Infection,Medication,Dr. Karthik,2600,6,Recovered,No,Tiruppur
VET0868,Goat,Malabari,2,Female,2026-08-05,Injury,Surgery,Dr. Rahul,5700,18,Improving,Yes,Chennai
VET0869,Cat,Persian,15,Female,2025-02-23,Injury,Surgery,Dr. Priya,3900,5,Improving,Yes,Coimbatore
VET0870,Dog,Beagle,1,Female,2026-07-17,Fracture,Surgery,Dr. Arun,17700,35,Recovered,No,Coimbatore
VET0871,Dog,German Shepherd,1,Female,2026-08-06,Fever,Medication,Dr. Meena,1300,6,Recovered,No,Coimbatore
VET0872,Cow,Holstein Friesian,17,Female,2026-04-09,Fever,Medication,Dr. Karthik,1500,6,Recovered,No,Madurai
VET0873,Dog,Labrador,13,Female,2025-12-12,Vaccination,Vaccination,Dr. Meena,800,1,Recovered,Yes,Tiruppur
VET0874,Rabbit,Dutch,1,Female,2025-10-09,Dental Problem,Dental Care,Dr. Priya,3100,4,Recovered,No,Tiruppur
VET0875,Goat,Jamunapari,3,Male,2026-04-19,Skin Infection,Medication,Dr. Karthik,2200,4,Recovered,Yes,Chennai
VET0876,Dog,Pug,13,Male,2025-09-13,Injury,Surgery,Dr. Rahul,8300,20,Recovered,No,Coimbatore
VET0877,Dog,Golden Retriever,2,Female,2025-11-18,Respiratory Infection,Medication,Dr. Rahul,3100,10,Recovered,No,Chennai
VET0878,Rabbit,Angora,2,Female,2025-09-01,Parasite Infection,Deworming,Dr. Arun,2100,1,Follow-up Required,Yes,Tiruppur
VET0879,Cat,Indian Shorthair,15,Male,2026-07-24,Skin Infection,Medication,Dr. Priya,2100,10,Improving,Yes,Madurai
VET0880,Dog,Labrador,6,Female,2025-11-30,Respiratory Infection,Medication,Dr. Meena,3500,11,Recovered,No,Salem
VET0881,Cat,Persian,1,Female,2025-09-22,Digestive Issues,Medication,Dr. Karthik,2800,5,Recovered,No,Coimbatore
VET0882,Rabbit,Lop,5,Female,2026-06-16,Skin Infection,Medication,Dr. Rahul,3000,7,Recovered,No,Salem
VET0883,Goat,Boer,2,Female,2025-05-17,Ear Infection,Medication,Dr. Meena,1300,9,Recovered,Yes,Salem
VET0884,Bird,Lovebird,3,Male,2026-01-14,Digestive Issues,Medication,Dr. Priya,2800,4,Recovered,No,Tiruppur
VET0885,Dog,Labrador,12,Male,2025-12-13,Respiratory Infection,Medication,Dr. Rahul,3300,5,Recovered,No,Coimbatore
VET0886,Goat,Malabari,4,Female,2025-12-25,Respiratory Infection,Medication,Dr. Rahul,3800,10,Recovered,No,Chennai
VET0887,Cow,Gir,11,Male,2025-12-07,Fever,Medication,Dr. Meena,800,3,Improving,Yes,Coimbatore
VET0888,Dog,German Shepherd,15,Female,2026-07-13,Vaccination,Vaccination,Dr. Karthik,600,1,Recovered,No,Salem
VET0889,Cat,Persian,6,Male,2025-08-23,Fever,Medication,Dr. Arun,1300,6,Recovered,No,Salem
VET0890,Dog,Beagle,5,Male,2026-04-27,Skin Infection,Medication,Dr. Arun,1800,9,Follow-up Required,Yes,Madurai
VET0891,Dog,Labrador,15,Female,2026-04-11,Injury,Surgery,Dr. Karthik,4700,18,Recovered,No,Coimbatore
VET0892,Dog,Pug,3,Male,2025-04-02,Fever,Medication,Dr. Rahul,1800,5,Improving,Yes,Chennai
VET0893,Dog,Pug,3,Male,2026-01-06,Skin Infection,Medication,Dr. Rahul,3300,6,Recovered,No,Salem
VET0894,Bird,Parrot,7,Male,2026-01-16,Digestive Issues,Medication,Dr. Rahul,2100,8,Recovered,No,Coimbatore
VET0895,Cat,Maine Coon,3,Female,2026-07-01,Injury,Surgery,Dr. Meena,4200,15,Recovered,Yes,Coimbatore
VET0896,Dog,Labrador,5,Female,2026-08-31,Skin Infection,Medication,Dr. Karthik,1500,10,Recovered,No,Madurai
VET0897,Dog,Labrador,6,Male,2025-01-08,Skin Infection,Medication,Dr. Karthik,2900,7,Recovered,No,Madurai
VET0898,Dog,Golden Retriever,9,Female,2025-08-22,Fever,Medication,Dr. Arun,1800,2,Recovered,No,Salem
VET0899,Cow,Sahiwal,19,Male,2025-05-21,Ear Infection,Medication,Dr. Rahul,2600,4,Recovered,No,Tiruppur
VET0900,Rabbit,Dutch,5,Female,2025-11-05,Dental Problem,Dental Care,Dr. Arun,2200,4,Recovered,No,Coimbatore
VET0901,Dog,Beagle,8,Male,2026-08-28,Fever,Medication,Dr. Rahul,1500,2,Improving,Yes,Coimbatore
VET0902,Dog,Labrador,4,Male,2025-12-13,Digestive Issues,Medication,Dr. Priya,1300,7,Recovered,No,Coimbatore
VET0903,Goat,Malabari,1,Female,2025-03-09,Fracture,Surgery,Dr. Karthik,13400,35,Recovered,Yes,Chennai
VET0904,Dog,Indian Spitz,6,Male,2025-07-06,Vaccination,Vaccination,Dr. Rahul,1400,1,Recovered,No,Tiruppur
VET0905,Rabbit,New Zealand White,10,Male,2025-03-10,Respiratory Infection,Medication,Dr. Priya,3300,9,Follow-up Required,Yes,Coimbatore
VET0906,Dog,Pug,14,Male,2026-04-14,Injury,Surgery,Dr. Karthik,4900,14,Recovered,No,Salem
VET0907,Cow,Sahiwal,15,Male,2026-07-09,Vaccination,Vaccination,Dr. Rahul,900,1,Recovered,No,Coimbatore
VET0908,Bird,Cockatiel,8,Female,2026-05-01,Fracture,Surgery,Dr. Meena,10800,25,Recovered,No,Salem
VET0909,Goat,Boer,15,Male,2025-12-29,Skin Infection,Medication,Dr. Meena,1800,4,Recovered,No,Chennai
VET0910,Dog,Beagle,13,Male,2025-11-05,Parasite Infection,Deworming,Dr. Karthik,700,1,Recovered,No,Coimbatore
VET0911,Dog,Beagle,11,Male,2025-12-02,Fracture,Surgery,Dr. Priya,8500,18,Recovered,No,Coimbatore
VET0912,Cow,Holstein Friesian,9,Female,2026-06-22,Ear Infection,Medication,Dr. Arun,1700,6,Recovered,Yes,Salem
VET0913,Dog,German Shepherd,5,Male,2025-09-16,Respiratory Infection,Medication,Dr. Rahul,2500,8,Recovered,No,Salem
VET0914,Cat,Indian Shorthair,1,Female,2025-03-06,Skin Infection,Medication,Dr. Priya,1800,10,Recovered,No,Tiruppur
VET0915,Cat,Maine Coon,9,Female,2025-02-16,Fever,Medication,Dr. Karthik,1300,6,Recovered,No,Coimbatore
VET0916,Bird,Lovebird,5,Male,2026-01-20,Respiratory Infection,Medication,Dr. Priya,1800,7,Recovered,No,Coimbatore
VET0917,Cat,Indian Shorthair,10,Male,2025-10-02,Digestive Issues,Medication,Dr. Rahul,1400,4,Recovered,Yes,Coimbatore
VET0918,Goat,Black Bengal,15,Male,2025-04-21,Vaccination,Vaccination,Dr. Meena,500,1,Recovered,No,Coimbatore
VET0919,Cat,Siamese,7,Male,2026-07-26,Fever,Medication,Dr. Priya,1000,5,Recovered,No,Coimbatore
VET0920,Cat,Siamese,4,Female,2026-04-19,Injury,Surgery,Dr. Karthik,9200,14,Critical,Yes,Tiruppur
VET0921,Dog,Pug,8,Female,2026-06-06,Injury,Surgery,Dr. Karthik,9100,19,Recovered,Yes,Tiruppur
VET0922,Dog,Beagle,3,Male,2025-02-24,Dental Problem,Dental Care,Dr. Karthik,6000,3,Recovered,Yes,Coimbatore
VET0923,Dog,Pug,15,Male,2025-11-02,Vaccination,Vaccination,Dr. Rahul,500,1,Recovered,Yes,Madurai
VET0924,Cat,Siamese,12,Female,2025-06-05,Ear Infection,Medication,Dr. Meena,2200,9,Recovered,No,Tiruppur
VET0925,Dog,Labrador,10,Female,2025-04-12,Vaccination,Vaccination,Dr. Karthik,1400,1,Recovered,No,Tiruppur
VET0926,Cow,Gir,2,Female,2025-03-01,Respiratory Infection,Medication,Dr. Arun,3000,12,Recovered,No,Coimbatore
VET0927,Dog,Labrador,8,Male,2025-10-13,Parasite Infection,Deworming,Dr. Arun,1900,4,Improving,Yes,Madurai
VET0928,Dog,German Shepherd,13,Male,2025-07-19,Fever,Medication,Dr. Meena,1300,5,Recovered,No,Chennai
VET0929,Dog,Pug,12,Male,2026-06-19,Dental Problem,Dental Care,Dr. Meena,5800,3,Improving,Yes,Chennai
VET0930,Dog,Golden Retriever,9,Male,2026-05-29,Injury,Surgery,Dr. Priya,9500,18,Improving,Yes,Coimbatore
VET0931,Dog,Labrador,7,Male,2025-08-10,Digestive Issues,Medication,Dr. Priya,2700,8,Recovered,No,Chennai
VET0932,Dog,Pug,14,Male,2025-02-16,Skin Infection,Medication,Dr. Meena,2700,10,Recovered,No,Chennai
VET0933,Cow,Sahiwal,9,Female,2025-08-20,Vaccination,Vaccination,Dr. Meena,700,1,Recovered,No,Coimbatore
VET0934,Cat,Maine Coon,7,Male,2026-02-23,Injury,Surgery,Dr. Arun,7500,9,Recovered,No,Chennai
VET0935,Cat,Bengal,8,Female,2026-04-13,Digestive Issues,Medication,Dr. Karthik,2800,4,Recovered,No,Chennai
VET0936,Dog,German Shepherd,8,Female,2025-01-20,Dental Problem,Dental Care,Dr. Rahul,4000,6,Recovered,Yes,Madurai
VET0937,Dog,Indian Spitz,1,Male,2026-02-24,Digestive Issues,Medication,Dr. Priya,1200,5,Recovered,No,Coimbatore
VET0938,Dog,Pug,1,Male,2026-03-11,Digestive Issues,Medication,Dr. Rahul,1500,5,Recovered,No,Coimbatore
VET0939,Cat,Indian Shorthair,5,Male,2025-06-18,Parasite Infection,Deworming,Dr. Rahul,2300,5,Improving,Yes,Tiruppur
VET0940,Dog,German Shepherd,10,Female,2025-09-11,Fever,Medication,Dr. Rahul,900,6,Recovered,No,Coimbatore
VET0941,Cow,Sahiwal,8,Male,2026-06-15,Injury,Surgery,Dr. Karthik,11100,16,Recovered,No,Salem
VET0942,Goat,Jamunapari,11,Female,2026-08-20,Parasite Infection,Deworming,Dr. Priya,1500,3,Recovered,No,Tiruppur
VET0943,Dog,German Shepherd,11,Female,2026-07-25,Skin Infection,Medication,Dr. Rahul,2200,6,Improving,Yes,Salem
VET0944,Rabbit,Dutch,10,Female,2026-01-25,Skin Infection,Medication,Dr. Meena,2100,4,Recovered,Yes,Coimbatore
VET0945,Dog,Beagle,9,Male,2025-07-19,Skin Infection,Medication,Dr. Arun,2300,4,Recovered,No,Coimbatore
VET0946,Dog,Beagle,3,Female,2025-03-19,Respiratory Infection,Medication,Dr. Priya,3100,12,Recovered,Yes,Madurai
VET0947,Cow,Holstein Friesian,8,Female,2025-04-05,Parasite Infection,Deworming,Dr. Arun,1400,5,Improving,Yes,Madurai
VET0948,Dog,Labrador,5,Male,2025-09-29,Skin Infection,Medication,Dr. Priya,3000,9,Improving,Yes,Chennai
VET0949,Dog,Indian Spitz,12,Male,2025-04-13,Vaccination,Vaccination,Dr. Meena,1700,1,Recovered,No,Coimbatore
VET0950,Rabbit,Angora,4,Female,2026-04-28,Digestive Issues,Medication,Dr. Rahul,1600,8,Improving,Yes,Tiruppur
VET0951,Cow,Gir,20,Male,2026-04-09,Vaccination,Vaccination,Dr. Rahul,1300,1,Recovered,No,Tiruppur
VET0952,Dog,Indian Spitz,2,Female,2026-05-17,Parasite Infection,Deworming,Dr. Arun,1400,3,Recovered,Yes,Salem
VET0953,Goat,Boer,6,Female,2025-12-09,Respiratory Infection,Medication,Dr. Rahul,2300,9,Recovered,No,Chennai
VET0954,Cat,Bengal,13,Male,2026-01-27,Ear Infection,Medication,Dr. Arun,2600,8,Improving,Yes,Salem
VET0955,Cat,Bengal,14,Male,2026-08-31,Respiratory Infection,Medication,Dr. Karthik,2600,9,Recovered,No,Madurai
VET0956,Cat,Bengal,12,Male,2025-06-17,Fever,Medication,Dr. Rahul,1100,5,Follow-up Required,Yes,Coimbatore
VET0957,Dog,Labrador,2,Female,2025-01-17,Injury,Surgery,Dr. Rahul,10100,5,Recovered,Yes,Chennai
VET0958,Dog,Indian Spitz,3,Male,2026-01-20,Injury,Surgery,Dr. Arun,7800,18,Recovered,Yes,Chennai
VET0959,Dog,German Shepherd,3,Female,2025-03-28,Fever,Medication,Dr. Priya,1800,5,Recovered,No,Chennai
VET0960,Dog,Pug,4,Female,2026-02-14,Skin Infection,Medication,Dr. Meena,2200,6,Improving,Yes,Chennai
VET0961,Dog,Indian Spitz,13,Female,2026-06-06,Parasite Infection,Deworming,Dr. Priya,2400,5,Follow-up Required,Yes,Coimbatore
VET0962,Cat,Siamese,12,Female,2025-01-26,Injury,Surgery,Dr. Karthik,7600,12,Improving,Yes,Coimbatore
VET0963,Dog,Labrador,6,Male,2026-07-28,Digestive Issues,Medication,Dr. Rahul,2200,5,Referred,Yes,Salem
VET0964,Cow,Sahiwal,7,Female,2026-05-17,Injury,Surgery,Dr. Priya,4600,16,Recovered,Yes,Coimbatore
VET0965,Cat,Maine Coon,8,Male,2025-10-17,Injury,Surgery,Dr. Rahul,4700,11,Recovered,No,Coimbatore
VET0966,Cat,Siamese,15,Female,2026-01-24,Respiratory Infection,Medication,Dr. Meena,2100,9,Improving,Yes,Coimbatore
VET0967,Cat,Bengal,6,Female,2025-12-26,Skin Infection,Medication,Dr. Meena,2100,8,Critical,Yes,Tiruppur
VET0968,Goat,Jamunapari,6,Female,2025-12-17,Digestive Issues,Medication,Dr. Arun,1200,4,Recovered,No,Salem
VET0969,Cat,Persian,7,Female,2025-04-03,Respiratory Infection,Medication,Dr. Meena,4400,11,Recovered,No,Tiruppur
VET0970,Rabbit,Angora,1,Male,2025-06-09,Fever,Medication,Dr. Karthik,1700,6,Improving,Yes,Madurai
VET0971,Rabbit,Dutch,5,Female,2026-03-06,Fever,Medication,Dr. Arun,1100,3,Improving,Yes,Salem
VET0972,Cat,Indian Shorthair,8,Female,2025-07-21,Digestive Issues,Medication,Dr. Priya,1900,4,Follow-up Required,Yes,Coimbatore
VET0973,Cat,Persian,2,Female,2025-08-24,Skin Infection,Medication,Dr. Meena,1600,5,Improving,Yes,Coimbatore
VET0974,Dog,German Shepherd,9,Male,2025-05-04,Fever,Medication,Dr. Priya,1600,3,Referred,Yes,Tiruppur
VET0975,Dog,Labrador,13,Female,2026-04-10,Vaccination,Vaccination,Dr. Meena,800,1,Recovered,Yes,Coimbatore
VET0976,Goat,Malabari,17,Male,2025-01-20,Parasite Infection,Deworming,Dr. Rahul,700,5,Recovered,No,Coimbatore
VET0977,Cat,Persian,1,Female,2025-02-03,Skin Infection,Medication,Dr. Rahul,2100,9,Follow-up Required,Yes,Coimbatore
VET0978,Bird,Parrot,4,Female,2026-06-06,Parasite Infection,Deworming,Dr. Karthik,2000,1,Improving,Yes,Salem
VET0979,Cat,Maine Coon,10,Male,2025-05-23,Injury,Surgery,Dr. Karthik,8500,8,Recovered,No,Coimbatore
VET0980,Dog,Golden Retriever,3,Male,2026-04-05,Ear Infection,Medication,Dr. Karthik,2100,8,Recovered,No,Madurai
VET0981,Cat,Maine Coon,8,Female,2026-03-04,Vaccination,Vaccination,Dr. Meena,900,1,Recovered,No,Tiruppur
VET0982,Rabbit,Angora,9,Male,2025-12-28,Injury,Surgery,Dr. Karthik,10600,8,Referred,Yes,Madurai
VET0983,Dog,Indian Spitz,12,Male,2025-10-04,Ear Infection,Medication,Dr. Meena,2400,5,Recovered,No,Chennai
VET0984,Rabbit,Angora,5,Male,2026-06-10,Fever,Medication,Dr. Meena,1700,4,Recovered,No,Coimbatore
VET0985,Goat,Jamunapari,19,Male,2025-12-26,Fever,Medication,Dr. Arun,1100,6,Recovered,No,Coimbatore
VET0986,Dog,Pug,10,Female,2025-02-19,Vaccination,Vaccination,Dr. Rahul,500,1,Recovered,No,Salem
VET0987,Bird,Lovebird,4,Female,2025-12-15,Dental Problem,Dental Care,Dr. Arun,4500,7,Improving,Yes,Tiruppur
VET0988,Goat,Boer,12,Female,2026-07-08,Ear Infection,Medication,Dr. Rahul,2400,7,Improving,Yes,Chennai
VET0989,Cat,Indian Shorthair,6,Male,2025-03-10,Injury,Surgery,Dr. Arun,3800,10,Recovered,Yes,Coimbatore
VET0990,Cat,Maine Coon,8,Male,2025-04-06,Digestive Issues,Medication,Dr. Karthik,2600,4,Recovered,No,Coimbatore
VET0991,Dog,Golden Retriever,10,Female,2025-08-23,Dental Problem,Dental Care,Dr. Rahul,2900,2,Follow-up Required,Yes,Madurai
VET0992,Dog,Indian Spitz,5,Female,2025-08-07,Injury,Surgery,Dr. Priya,10600,10,Improving,Yes,Coimbatore
VET0993,Goat,Black Bengal,1,Male,2025-10-12,Digestive Issues,Medication,Dr. Meena,2800,3,Recovered,No,Tiruppur
VET0994,Dog,Indian Spitz,8,Male,2026-03-19,Digestive Issues,Medication,Dr. Priya,1800,3,Improving,Yes,Coimbatore
VET0995,Cat,Persian,6,Female,2025-02-20,Digestive Issues,Medication,Dr. Arun,1500,5,Recovered,No,Coimbatore
VET0996,Cow,Jersey,12,Female,2025-01-25,Parasite Infection,Deworming,Dr. Karthik,1500,5,Recovered,No,Salem
VET0997,Goat,Boer,16,Male,2025-06-17,Parasite Infection,Deworming,Dr. Priya,700,5,Improving,Yes,Chennai
VET0998,Cat,Maine Coon,4,Male,2025-02-18,Fracture,Surgery,Dr. Priya,11200,23,Recovered,No,Coimbatore
VET0999,Goat,Malabari,10,Female,2025-08-01,Fever,Medication,Dr. Arun,900,6,Improving,Yes,Madurai
VET1000,Dog,Labrador,6,Male,2026-05-31,Respiratory Infection,Medication,Dr. Karthik,2900,11,Recovered,No,Salem
